event_name,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet
SobMaExpo 2026,СамАрс / ЁЗавод,СамАрс / ЁЗавод,"бады, витамины, спортивное питание, функциональное питание",Россия,Самара,,,"Крокус Экспо, Павильон 1, Зал 4",бады и аптечные товары; продукты питания,"Russian producer and turnkey contract manufacturing direction for health industry; BAA, vitamins, sport and functional nutrition.",,,,,https://t.me/SobMaExpo/695; https://t.me/SobMaExpo/723,"telegram:695,723","🏦 «СамАрс» и контрактное производство «Ё|Завод» на SobMaExpo 2026 - производство под ключ для индустрии здоровья. Компания «СамАрс» - российский производитель, который объединяет науку и современные технологии для создания продукции в сфере здоровья. Здесь выстроен полный цикл производства: от разработки рецептуры до выпуска готового продукта. Главная особенность компании - собственное производство капсул. Это значит стабильное качество, контроль на каждом этапе и уверенность в результате. Контрактное направление «Ё|З",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,GSS Cosmetics,GSS Cosmetics,"парфюмерия, диффузоры, декоративная косметика, уходовая косметика",Россия,,,,"Крокус Экспо, Павильон 1, Зал 4",косметика и парфюмерия; товары для дома,"Contract cosmetics production from idea to finished shelf product; solid/oil perfume, home-care fragrances, decorative and care cosmetics.",,,,,https://t.me/SobMaExpo/697; https://t.me/SobMaExpo/723,"telegram:697,723","🔹 GSS Cosmetics #участникиSobma2026 - клиника СТМ, где лечат ассортимент и ускоряют продажи. Чувствуете, что вашему бренду не хватает хитов? Пора записаться на прием. На SobMaExpo 2026 компания GSS Cosmetics открывает «клинику СТМ» - пространство, где бренды проходят диагностику и получают готовые решения для роста. Приглашаем вас на стенд компании GSS Cosmetics - здесь разберут ваш ассортимент «по полочкам» и предложат четкий план действий. Как проходит «лечение»: ✔️ Диагностика бренда - анализ рынка, целевой аудито",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,Драйлок Текнолоджиз,Драйлок Текнолоджиз,средства гигиены,Россия,,,,"Крокус Экспо, Павильон 1, Зал 4",средства личной гигиены,Private Label Awards 2026 winner for effective development of contract manufacturing in non-food goods; Drylock is a hygiene-products manufacturer.,,https://drylocktechnologies.com/,,,https://t.me/SobMaExpo/723,telegram:723,"е СТМ в формате дискаунтер Магнит, СТМ Моя цена 🕉 Эффективная коллаборация в СТМ ЛЕМАНА ПРО, СТМ MONLID 🕉 Эксклюзивный СТМ Магнит, СТМ СТМ PREMIERE of TASTE 🕉 Эффективное развитие контрактного производства (непродовольственные товары) ООО «Драйлок Текнолоджиз» 🕉 Эффективное развитие контрактного производства (продовольственные товары) Мирролла 🕉 Лучший производитель СТМ товаров для дома Завод НЕОСПАН 🕉 Лучший производитель СТМ продовольственных товаров Инстанта Рус 🕉 Лучший производитель СТМ БАД и витаминов Мирролла 🕉 Лучший производитель СТМ функционального питания ООО «Фуд-Инновация» 🕉 Лучший производитель СТМ косметики и парфюмерии GSS Cosmetics 🕉 Лучший производитель СТМ персональной гиг",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,Завод НЕОСПАН,Завод НЕОСПАН,"товары для дома, нетканые материалы",Россия,,,,"Крокус Экспо, Павильон 1, Зал 4","товары для дома и ремонта, DIY",Private Label Awards 2026 winner as best STM producer of home goods; official website identifies nonwoven-material production.,,https://neospan.ru/,neospan@neospan.ru,,https://t.me/SobMaExpo/723,telegram:723,TASTE 🕉 Эффективное развитие контрактного производства (непродовольственные товары) ООО «Драйлок Текнолоджиз» 🕉 Эффективное развитие контрактного производства (продовольственные товары) Мирролла 🕉 Лучший производитель СТМ товаров для дома Завод НЕОСПАН 🕉 Лучший производитель СТМ продовольственных товаров Инстанта Рус 🕉 Лучший производитель СТМ БАД и витаминов Мирролла 🕉 Лучший производитель СТМ функционального питания ООО «Фуд-Инновация» 🕉 Лучший производитель СТМ косметики и парфюмерии GSS Cosmetics 🕉 Лучший производитель СТМ персональной гигиены Авангард 🕉 Лучший производитель СТМ бытовой химии АО «Ступинский химический завод» 🕉 Лучший производитель СТМ товаров для детей ООО «УНИК косметик,ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,Инстанта Рус,Инстанта Рус,"кофе, растворимые напитки",Россия,,,,"Крокус Экспо, Павильон 1, Зал 4","продукты питания, напитки, снеки, бакалея",Private Label Awards 2026 winner as best STM food producer.,,https://instanta.ru/,,,https://t.me/SobMaExpo/723,telegram:723,"ьственные товары) ООО «Драйлок Текнолоджиз» 🕉 Эффективное развитие контрактного производства (продовольственные товары) Мирролла 🕉 Лучший производитель СТМ товаров для дома Завод НЕОСПАН 🕉 Лучший производитель СТМ продовольственных товаров Инстанта Рус 🕉 Лучший производитель СТМ БАД и витаминов Мирролла 🕉 Лучший производитель СТМ функционального питания ООО «Фуд-Инновация» 🕉 Лучший производитель СТМ косметики и парфюмерии GSS Cosmetics 🕉 Лучший производитель СТМ персональной гигиены Авангард 🕉 Лучший производитель СТМ бытовой химии АО «Ступинский химический завод» 🕉 Лучший производитель СТМ товаров для детей ООО «УНИК косметик» 🕉 Открытие года СамАрс 🕉 Лучшая креативная упаковка Modi, CTM Mo",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,Фуд-Инновация,Фуд-Инновация,функциональное питание,Россия,,,,"Крокус Экспо, Павильон 1, Зал 4","продукты питания, напитки, снеки, бакалея; бады и аптечные товары",Private Label Awards 2026 winner as best STM functional-nutrition producer.,,,,,https://t.me/SobMaExpo/723,telegram:723,"ирролла 🕉 Лучший производитель СТМ товаров для дома Завод НЕОСПАН 🕉 Лучший производитель СТМ продовольственных товаров Инстанта Рус 🕉 Лучший производитель СТМ БАД и витаминов Мирролла 🕉 Лучший производитель СТМ функционального питания ООО «Фуд-Инновация» 🕉 Лучший производитель СТМ косметики и парфюмерии GSS Cosmetics 🕉 Лучший производитель СТМ персональной гигиены Авангард 🕉 Лучший производитель СТМ бытовой химии АО «Ступинский химический завод» 🕉 Лучший производитель СТМ товаров для детей ООО «УНИК косметик» 🕉 Открытие года СамАрс 🕉 Лучшая креативная упаковка Modi, CTM Modi 🕉 Лучшие решения для дома METRO, CTM Tarrington House 🕉 Эффективное продвижение СТМ в Аптеке ПУЛЬС, СТМ МИШУТКА Поздра",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,Авангард,Авангард,средства личной гигиены,Россия,,,,"Крокус Экспо, Павильон 1, Зал 4",средства личной гигиены,Private Label Awards 2026 winner as best STM personal-hygiene producer.,,,,,https://t.me/SobMaExpo/723,telegram:723,"Рус 🕉 Лучший производитель СТМ БАД и витаминов Мирролла 🕉 Лучший производитель СТМ функционального питания ООО «Фуд-Инновация» 🕉 Лучший производитель СТМ косметики и парфюмерии GSS Cosmetics 🕉 Лучший производитель СТМ персональной гигиены Авангард 🕉 Лучший производитель СТМ бытовой химии АО «Ступинский химический завод» 🕉 Лучший производитель СТМ товаров для детей ООО «УНИК косметик» 🕉 Открытие года СамАрс 🕉 Лучшая креативная упаковка Modi, CTM Modi 🕉 Лучшие решения для дома METRO, CTM Tarrington House 🕉 Эффективное продвижение СТМ в Аптеке ПУЛЬС, СТМ МИШУТКА Поздравляем всех участников, финалистов и победителей с заслуженным признанием и выдающимися результатами! Ждем встречи на Премии Priv",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,Ступинский химический завод,Ступинский химический завод,"бытовая химия, чистящие средства",Россия,,,,"Крокус Экспо, Павильон 1, Зал 4",бытовая и профессиональная химия,Private Label Awards 2026 winner as best STM household-chemicals producer.,,,,,https://t.me/SobMaExpo/723,telegram:723,"ла 🕉 Лучший производитель СТМ функционального питания ООО «Фуд-Инновация» 🕉 Лучший производитель СТМ косметики и парфюмерии GSS Cosmetics 🕉 Лучший производитель СТМ персональной гигиены Авангард 🕉 Лучший производитель СТМ бытовой химии АО «Ступинский химический завод» 🕉 Лучший производитель СТМ товаров для детей ООО «УНИК косметик» 🕉 Открытие года СамАрс 🕉 Лучшая креативная упаковка Modi, CTM Modi 🕉 Лучшие решения для дома METRO, CTM Tarrington House 🕉 Эффективное продвижение СТМ в Аптеке ПУЛЬС, СТМ МИШУТКА Поздравляем всех участников, финалистов и победителей с заслуженным признанием и выдающимися результатами! Ждем встречи на Премии Private Label Awards 2027! 💫",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,УНИК Косметик,УНИК Косметик,"детская косметика, товары для детей",Россия,,,,"Крокус Экспо, Павильон 1, Зал 4",товары для детей; косметика и парфюмерия,Private Label Awards 2026 winner as best STM producer of goods for children.,,,,,https://t.me/SobMaExpo/723,telegram:723,"ший производитель СТМ косметики и парфюмерии GSS Cosmetics 🕉 Лучший производитель СТМ персональной гигиены Авангард 🕉 Лучший производитель СТМ бытовой химии АО «Ступинский химический завод» 🕉 Лучший производитель СТМ товаров для детей ООО «УНИК косметик» 🕉 Открытие года СамАрс 🕉 Лучшая креативная упаковка Modi, CTM Modi 🕉 Лучшие решения для дома METRO, CTM Tarrington House 🕉 Эффективное продвижение СТМ в Аптеке ПУЛЬС, СТМ МИШУТКА Поздравляем всех участников, финалистов и победителей с заслуженным признанием и выдающимися результатами! Ждем встречи на Премии Private Label Awards 2027! 💫",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,Ozon / Kix,Ozon / Kix,"бытовая химия, средства личной гигиены, уходовая косметика",Россия,,,,,бытовая и профессиональная химия; средства личной гигиены,"Retail Connect post lists Ozon CTM Kix and planned cosmetics launch, but Ozon is a marketplace/private-label owner, not the manufacturer.",,,,,https://t.me/SobMaExpo/692,telegram:692,"🔹 Ведущий игрок e-commerce в России Ozon - участник Retail Connect SobMaExpo. Ozon - объединяет широкую сеть продавцов и поставщиков, обеспечивает быструю доставку за счет развитой логистики и предлагает клиентам миллионы товаров в различных категориях - от FMCG до электроники и товаров для дома. Ozon развивает маркетплейс, логистическую инфраструктуру, финтех-сервисы и собственные бренды, формируя экосистему для онлайн-торговли. В портфеле Ozon представлены бренды CTM в ключевых категориях: 1️⃣ Pet Pride - эксперт в области питания и заботы о питомц",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
SobMaExpo 2026,BODY&UP,Body&Up,"средства для душа, средства для волос, женская гигиена, ватная продукция",Россия,,,,,средства личной гигиены; косметика и парфюмерия,Retail Connect post describes BODY&UP private label of Pyaterochka; producer is not identified.,,,,,https://t.me/SobMaExpo/689,telegram:689,"🔹 СТМ торговой сети «Пятерочка» BODY&UP - участник Retail Connect SobMaExpo. BODY&UP - надежный выбор для ежедневного ухода, сочетающий безопасность и комфорт. Широкий ассортимент включает средства для душа, волос и женской гигиены, ватную продукцию, товары для бритья и ухода за полостью рта. За каждым продуктом стоит выверенный состав и команда ответственных специалистов, чтобы забота о себе приносила покупателям удовольствие и уверенность. Хотите принять участие в личных переговорах между производителями и ритейлерами ❓ Регистрируйтесь по 👉 ссы",ok,,2026-07-11T18:52:45.199417+00:00,sobmaexpo-2026-public-telegram-signo-pipeline-v1.0.0,telegram_public_posts
