event_name,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet
PROFBEAUTY EXPO 2026,Научно Производственный Центр «Техника-ПРО»,Научно Производственный Центр «Техника-ПРО»,"лазерные аппараты, физиотерапевтические аппараты",Россия,,,"24, 25","Event-Холл «ИнфоПространство», Москва",медицинские аппараты; косметология,"Научно Производственный Центр «Техника-ПРО» – российское предприятие, по производству новейших медицинских аппаратов: Лазерные аппараты серии Мустанг: терапия , ВЛОК, биоревитализация, лазерный липолиз. Высокоинтенсивные лазеры Кристалл: хирургия, косметология, фотодинамическая терапия. Также производим аппараты для электрофизиотерапии, микротоковой терапии (Мустанг-МЭЛТ) и карбокситерапии (Карбоксика). Наша организация регулярно проводит обучающие мероприятия, приглашая ведущих специалистов в различных областях медицины.",,https://www.technika-pro.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-011,"* ![Image 19](https://static.tildacdn.com/tild3732-6633-4865-b138-313235383766/__.svg) Научно Производственный Центр «Техника-ПРО» стенд № 24, 25 Научно Производственный Центр «Техника-ПРО» – российское предприятие, по производству новейших медицинских аппаратов: * Лазерные аппараты серии Мустанг: терапия , ВЛОК, биоревитализация, лазерный липолиз. * Высокоинтенсивные лазеры Кристалл: хирургия, косметология, фотодинамическая терапия. Также производим аппараты для электрофизиотерапии, микротоковой терапии (Мустанг-МЭЛТ) и карбокситерапии (Карбоксика). Наша организация регулярно проводит обучающие мероприятия, приглашая ведущих специалистов в различных областях медицины. [technika-pro.ru](https://www.technika-pro.ru/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,RootFoot,RootFoot,"ортопедические стельки, оборудование для стелек",Россия,,,"26, 27","Event-Холл «ИнфоПространство», Москва",ортопедические изделия; оборудование,ROOTFOOT – производитель индивидуальных ортопедических стелек и оборудования для их изготовления. Компания основана в 2018 году в Санкт-Петербурге и за эти годы имеет более 500 партнеров. Охватываем более 90 городов по всей России и в странах ближнего зарубежья. Проводим регулярное очное обучение в разных городах России. Предоставляем маркетинговое сопровождение и разрабатываем индивидуальную брендированную полиграфию по запросу.,,https://lprootfoot.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-012,"* ![Image 20](https://static.tildacdn.com/tild3832-3036-4934-a231-623539383232/RootFoot_1.svg) RootFoot стенд № 26, 27 ROOTFOOT – производитель индивидуальных ортопедических стелек и оборудования для их изготовления. Компания основана в 2018 году в Санкт-Петербурге и за эти годы имеет более 500 партнеров. Охватываем более 90 городов по всей России и в странах ближнего зарубежья. Проводим регулярное очное обучение в разных городах России. Предоставляем маркетинговое сопровождение и разрабатываем индивидуальную брендированную полиграфию по запросу. [lprootfoot.ru](https://lprootfoot.ru/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,ООО «Агрофирма «Тургеневская»,Агрофирма «Тургеневская»,"эфирные масла, гидролаты",,,,28,"Event-Холл «ИнфоПространство», Москва",эфиромасличные культуры; натуральное сырье,"«Агрофирма «Тургеневская» с 2000 г. занимается выращиванием и первичной переработкой эфиромасличных культур. Основными культурами являются лаванда узколистная и роза эфиромасличная. В настоящий момент у Агрофирмы самые большие поля в стране 290 и 30 га соответственно. Так же Агрофирма выращивает и перерабатывает шалфей мускатный, кориандр, уникальные иссоп лекарственный, шалфея лекарственный. Продукция Агрофирмы ароматна и целебна – это натуральные эфирные масла и гидролаты (продукт, получаемый в процессе паровой дистилляции) из своего цветочного сырья. Эфирные масла и гидролаты выращиваемых и перерабатываемых культур обладают целебными свойствами и активно используются и как самостоятельные продукты, предназначенные для ухода за кожей и волосами, применяются в косметологии, аромафитотерапии, так и в качестве сырья для производства натуральной косметики. Эфирные масла можно использовать не только для аромафитотерапии, они подходят для обогащения косметики, массажных масел.",,https://agroturg.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-013,"* ![Image 21](https://thb.tildacdn.com/tild6163-3332-4432-a633-666364353162/-/empty/photo.png) ООО «Агрофирма «Тургеневская» стенд № 28 «Агрофирма «Тургеневская» с 2000 г. занимается выращиванием и первичной переработкой эфиромасличных культур. Основными культурами являются лаванда узколистная и роза эфиромасличная. В настоящий момент у Агрофирмы самые большие поля в стране 290 и 30 га соответственно. Так же Агрофирма выращивает и перерабатывает шалфей мускатный, кориандр, уникальные иссоп лекарственный, шалфея лекарственный. Продукция Агрофирмы ароматна и целебна – это натуральные эфирные масла и гидролаты (продукт, получаемый в процессе паровой дистилляции) из своего цветочного сырья. Эфирные масла и гидролаты выращиваемых и перерабатываемых культур обладают целебными свойствами и активно используются и как самостоятельные продукты, предназначенные для ухода за кожей и волосами, применяются в косметологии, аромафитотерапии, так и в качестве сырья для производства натуральной косметики. Эфирные масла можно использовать не только для аромафитотерапии, они подходят для обогащения косметики, массажных масел. [agroturg.ru](https://agroturg.ru/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,Семейная мыловаренная мануфактура «Крякунова и Ко»,Семейная мыловаренная мануфактура «Крякунова и Ко»,"мыло, косметика, скрабы, кремы, масла",,,,29,"Event-Холл «ИнфоПространство», Москва",натуральная косметика; мыло,"Создаем натуральное крафтовое мыло и косметику для ухода за телом с заботой о вашей коже! Наш основной продукт – ароматное, нежное и пенное мыло. Каждый кусочек заботливо сварен вручную из высококачественных растительных масел с добавлением фруктов, ягод, цветов, трав, глин и премиальных аромамасел. Авторская рецептура, тщательно отобранные ингредиенты и эстетичный внешний вид делает мыло от «Крякунова и Ко» не только полезным продуктом, но и настоящим украшением ванной комнаты. Помимо мыла мы изготавливаем скрабы, невероятно нежные масла-суфле, ухаживающие кремы и продукты для уюта в доме. Три основных ингредиента «Крякунова и Ко»: Забота о вашей коже Наше мыло и косметика имеют чистый и натуральный состав, который порадует даже самую нежную кожу! Ароматерапия Ароматы наших продуктов – сама гармония. Мы подбираем лучшие сочетания запахов, чтобы каждое использование приносило настоящее удовольствие. Радость для глаз Наши продукты не только полезные, но еще и красивые! Каждый кусочек мыла неповторим, ведь он создан вручную с любовью!",,,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-014,"* ![Image 22](https://thb.tildacdn.com/tild6632-6466-4538-b437-306563383838/-/empty/noroot.png) Семейная мыловаренная мануфактура «Крякунова и Ко» стенд № 29 Создаем натуральное крафтовое мыло и косметику для ухода за телом с заботой о вашей коже! Наш основной продукт – ароматное, нежное и пенное мыло. Каждый кусочек заботливо сварен вручную из высококачественных растительных масел с добавлением фруктов, ягод, цветов, трав, глин и премиальных аромамасел. Авторская рецептура, тщательно отобранные ингредиенты и эстетичный внешний вид делает мыло от «Крякунова и Ко» не только полезным продуктом, но и настоящим украшением ванной комнаты. Помимо мыла мы изготавливаем скрабы, невероятно нежные масла-суфле, ухаживающие кремы и продукты для уюта в доме. Три основных ингредиента «Крякунова и Ко»: Забота о вашей коже Наше мыло и косметика имеют чистый и натуральный состав, который порадует даже самую нежную кожу! Ароматерапия Ароматы наших продуктов – сама гармония. Мы подбираем лучшие сочетания запахов, чтобы каждое использование приносило настоящее удовольствие. Радость для глаз Наши продукты не только полезные, но еще и красивые! Каждый кусочек мыла неповторим, ведь он создан вручную с любовью!",ok,website,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,Baikal Cosmetics,Baikal Cosmetics,"натуральная косметика, масла, экстракты, эфирные масла",,,,29,"Event-Холл «ИнфоПространство», Москва",натуральная косметика; косметическое сырье,"Байкал – это настоящее сокровище нашей планеты. Уникальные экология, флора и фауна этих заповедных мест неспроста привлекают сотни тысяч людей со всего мира. Тот, кто побывал здесь однажды, уносит в сердце ни с чем не сравнимую кристально чистую энергетику озера, его спокойствие и мудрость. Умом не понять величие Байкала, но отрицать его силу невозможно. Именно в этом мистическом месте появилась косметика «Вдохновение», которая вобрала в себя не только дары Сибири и Байкала, но саму суть, дух края. Косметика абсолютно натуральна, в ней нет искусственных, синтетических компонентов. Только природные цельные ингредиенты – масла, экстракты растений, продукты пчеловодства, эфирные масла, минералы. Каждое наше средство гармонично и все они сочетаются друг с другом. Можно сказать, что использование косметики «Вдохновение» – это творческий акт, медитация. Человек подбирает себе неповторимый, самый действенный способ ухода за собой, а мы лишь направляем и помогаем найти оптимальный путь. В философии нашего бренда мы объединили сразу несколько учений о создании натурального продукта: задействовав древние знания местных жителей о флоре Прибайкалья, аюрведический и холистический подходы, биодинамические принципы. Еще одной незыблемой основой нашей косметики является бережное отношение к природе, уважение к ней. Заботясь об экологии, мы создаем косметику вручную, небольшими партиями, что исключает чрезмерное потребление ресурсов Прибайкалья. Мы не проверяем косметику на животных, тестируем ее сами. Мы не применяем минеральные масла, синтетические отдушки, силиконы, парабены и другие ком",,,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-015,"* ![Image 23](https://thb.tildacdn.com/tild3238-3566-4463-b139-613064366262/-/empty/baikal_cosmetics.png) Baikal Cosmetics стенд № 29 Байкал – это настоящее сокровище нашей планеты. Уникальные экология, флора и фауна этих заповедных мест неспроста привлекают сотни тысяч людей со всего мира. Тот, кто побывал здесь однажды, уносит в сердце ни с чем не сравнимую кристально чистую энергетику озера, его спокойствие и мудрость. Умом не понять величие Байкала, но отрицать его силу невозможно. Именно в этом мистическом месте появилась косметика «Вдохновение», которая вобрала в себя не только дары Сибири и Байкала, но саму суть, дух края. Косметика абсолютно натуральна, в ней нет искусственных, синтетических компонентов. Только природные цельные ингредиенты – масла, экстракты растений, продукты пчеловодства, эфирные масла, минералы. Каждое наше средство гармонично и все они сочетаются друг с другом. Можно сказать, что использование косметики «Вдохновение» – это творческий акт, медитация. Человек подбирает себе неповторимый, самый действенный способ ухода за собой, а мы лишь направляем и помогаем найти оптимальный путь. В философии нашего бренда мы объединили сразу несколько учений о создании натурального продукта: задействовав древние знания местных жителей о флоре Прибайкалья, аюрведический и холистический подходы, биодинамические принципы. Еще одной незыблемой основой нашей косметики является бережное отношение к природе, уважение к ней. Заботясь об экологии, мы создаем косметику вручную, небольшими партиями, что исключает чрезмерное потребление ресурсов Прибайкалья. Мы не проверяем косметику на животных, тестируем ее сами. Мы не применяем минеральные масла, синтетические отдушки, силиконы, парабены и другие компоненты, разрушающие окружающую среду.",ok,website,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,ZEWANA,ZEWANA,"маникюрные инструменты, педикюрные инструменты, фрезы",,,,30-2,"Event-Холл «ИнфоПространство», Москва",маникюрные инструменты; педикюрные инструменты,"Студия ногтевого сервиса «ZEWANA». Для салонов красоты и домашнего пользования – профессиональные маникюрные и педикюрные японские инструменты с заточкой мастера. Широкий выбор алмазных, твердосплавных, керамических фрез.",,https://zewana.com/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-016,"* ![Image 24](https://thb.tildacdn.com/tild3063-3638-4339-b731-663863613338/-/empty/logotip-polny.png) ZEWANA стенд № 30-2 Студия ногтевого сервиса «ZEWANA». Для салонов красоты и домашнего пользования – профессиональные маникюрные и педикюрные японские инструменты с заточкой мастера. Широкий выбор алмазных, твердосплавных, керамических фрез. [zewana.com](https://zewana.com/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,СИЛА ПРЕДКОВ,СИЛА ПРЕДКОВ,экокосметика,,,,30-4,"Event-Холл «ИнфоПространство», Москва",натуральная косметика,"Забота о своем здоровье и о здоровье кожи – это не каприз, а приоритет. С низким уровнем здоровья трудно нормально существовать в социуме и реализовывать свои желания и потребности. Девиз эко косметики не только просто не навредить и встать на полку с другими косметическими средствами, а так же превзойти их по многим параметрам, и в конечном итоге, забрать на себя достаточно солидный объем рынка. Мы идем к этому, самосовершенствуясь и следя за трендами и разработками в эко сегменте. Ингредиенты в наших продуктах не только натуральные, они еще подобраны таким образом, что реально дают хороший уход за кожей всего тела. За счет натуральности наши средства подходят для кожи всего тела, а не только отдельно лица или рук.",,https://www.silapredkov.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-017,"* ![Image 25](https://thb.tildacdn.com/tild3137-6432-4961-b036-316331656432/-/empty/C_.png) СИЛА ПРЕДКОВ стенд № 30-4 Забота о своем здоровье и о здоровье кожи – это не каприз, а приоритет. С низким уровнем здоровья трудно нормально существовать в социуме и реализовывать свои желания и потребности. * Девиз эко косметики не только просто не навредить и встать на полку с другими косметическими средствами, а так же превзойти их по многим параметрам, и в конечном итоге, забрать на себя достаточно солидный объем рынка. * Мы идем к этому, самосовершенствуясь и следя за трендами и разработками в эко сегменте. * Ингредиенты в наших продуктах не только натуральные, они еще подобраны таким образом, что реально дают хороший уход за кожей всего тела. * За счет натуральности наши средства подходят для кожи всего тела, а не только отдельно лица или рук. [www.silapredkov.ru](https://www.silapredkov.ru/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,Мэдисон,Мэдисон,"косметологические кресла, массажные кушетки, спа-кушетки, мебель для салонов",Россия,,,"31, 32, 33","Event-Холл «ИнфоПространство», Москва",мебель для салонов; косметологическое оборудование,"МЭДИСОН – крупнейший российский производитель мебели для массажных салонов, косметологических центров и бьюти-кабинетов! Уже более 25 лет мы помогаем своим клиентам создавать многофункциональные и комфортные пространства для работы, где легко воплощать самые смелые идеи и достигать профессиональных целей! Собственное производство, сертификация РУ Минздрава, широкий модельный ряд и более 100 вариантов обивки – с нашим оборудованием Вы сэкономите время процедуры, увеличите средний чек и подарите максимальный комфорт своим мастерам и клиентам! В ассортименте Вы найдёте универсальные массажные и СПА кушетки, многофункциональные косметологические кресла, удобные столики и стулья для мастеров, а также оборудование для дезинфекции. В рамках мероприятия будут действовать специальные цены на все выставочные образцы! Приходите",,https://madison.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-018,"* ![Image 26](https://thb.tildacdn.com/tild3434-3236-4137-b930-316235316139/-/empty/photo.jpg) Мэдисон стенд № 31, 32, 33 МЭДИСОН – крупнейший российский производитель мебели для массажных салонов, косметологических центров и бьюти-кабинетов! Уже более 25 лет мы помогаем своим клиентам создавать многофункциональные и комфортные пространства для работы, где легко воплощать самые смелые идеи и достигать профессиональных целей! Собственное производство, сертификация РУ Минздрава, широкий модельный ряд и более 100 вариантов обивки – с нашим оборудованием Вы сэкономите время процедуры, увеличите средний чек и подарите максимальный комфорт своим мастерам и клиентам! В ассортименте Вы найдёте универсальные массажные и СПА кушетки, многофункциональные косметологические кресла, удобные столики и стулья для мастеров, а также оборудование для дезинфекции. В рамках мероприятия будут действовать специальные цены на все выставочные образцы! Приходите [madison.ru](https://madison.ru/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,ИНЖЕНЕРИЯ ТЕЛА,ИНЖЕНЕРИЯ ТЕЛА,,,,,34,"Event-Холл «ИнфоПространство», Москва",методика; обучение,"Кости можно двигать, а скелет менять в любом возрасте, мягко и безопасно! Метод Инженерия Тела (полное название «Фасциальная Инженерия Тела») разработан автором Светланой Афанасьевой. Это система упражнений и ручных приёмов (сдвиги миофасциальных пластов), способная менять положение костей скелета относительно друг друга приводя его в анатомический баланс по передней и задней частям тела. И тем самым способствовать решению эстетических и терапевтических проблем: сколиозы, вальгусы, гиперлордозы, загривки, подтяжка тканей лица! Сбалансированное по механической нагрузке тело – это база для здоровья позвоночника, суставов, сосудов, органов, проблем метаболизма и главное условие гладкой кожи на всем теле и лице. Обучаем методу как профессионалов (массажистов, остеопатов, тренеров, косметологов), так и любителей для самостоятельной работы с собой и близкими.",,http://www.i-tela.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-019,"* ![Image 27](https://static.tildacdn.com/tild6533-6161-4034-a633-353564376637/_.svg) ИНЖЕНЕРИЯ ТЕЛА стенд № 34 Кости можно двигать, а скелет менять в любом возрасте, мягко и безопасно! Метод Инженерия Тела (полное название «Фасциальная Инженерия Тела») разработан автором Светланой Афанасьевой. Это система упражнений и ручных приёмов (сдвиги миофасциальных пластов), способная менять положение костей скелета относительно друг друга приводя его в анатомический баланс по передней и задней частям тела. И тем самым способствовать решению эстетических и терапевтических проблем: сколиозы, вальгусы, гиперлордозы, загривки, подтяжка тканей лица! Сбалансированное по механической нагрузке тело – это база для здоровья позвоночника, суставов, сосудов, органов, проблем метаболизма и главное условие гладкой кожи на всем теле и лице. Обучаем методу как профессионалов (массажистов, остеопатов, тренеров, косметологов), так и любителей для самостоятельной работы с собой и близкими. [www.i-tela.ru](http://www.i-tela.ru/) [t.me/afanasevamethod2](https://t.me/afanasevamethod2)",ok,products,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,ГЛАВЗДРАВ,ГЛАВЗДРАВ,вакуумные массажные аппараты,,,,"50, 51","Event-Холл «ИнфоПространство», Москва",массажное оборудование,"Вакуумный массажный аппарат Главздрав. Баночный вакуумный аппарат эффективен для нормализации работы внутренних органов, уменьшения мышечной боли, уменьшения отеков, нормализации давления, восстановление спортсменов после физической нагрузки, нормализация кишечных расстройств, детоксикации, уменьшения жировых отложений, в сочетании с правильно подобранным питанием, способствует нормализации веса и т.п.",,http://glavzdrav.shop/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-020,"* ![Image 28](https://thb.tildacdn.com/tild3539-3166-4634-b164-356536643237/-/empty/__.png) ГЛАВЗДРАВ стенд № 50, 51 Вакуумный массажный аппарат Главздрав. Баночный вакуумный аппарат эффективен для нормализации работы внутренних органов, уменьшения мышечной боли, уменьшения отеков, нормализации давления, восстановление спортсменов после физической нагрузки, нормализация кишечных расстройств, детоксикации, уменьшения жировых отложений, в сочетании с правильно подобранным питанием, способствует нормализации веса и т.п. [glavzdrav.shop](http://glavzdrav.shop/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,Международная школа СПА,Международная школа СПА,,,,,"52, 53","Event-Холл «ИнфоПространство», Москва",обучение; школа спа,"История Международной школы СПА началась 13 августа 2003г. Целое поколение. За это время многое изменилось, мы тоже не стоим на месте и развиваемся. Сегодня Международная Школа СПА сотрудничает с 15 странами; является соорганизатором Единой Консолидированной Системы Чемпионатов по массажу; организатор Международного Фестиваля СПА, ЙОГИ и МАССАЖА – TOPSPAFEST. Мы готовим профессионалов в сфере массажа, SPA & Wellness индустрии Наши преподаватели ведущие специалисты в области массажа Мы готовы делиться знаниями и опытом с вами.",,http://www.spaschool.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-021,"* ![Image 29](https://thb.tildacdn.com/tild3663-6136-4266-b062-393733663832/-/empty/_____3.png) Международная школа СПА стенд № 52, 53 История Международной школы СПА началась 13 августа 2003г. Целое поколение. За это время многое изменилось, мы тоже не стоим на месте и развиваемся. Сегодня Международная Школа СПА сотрудничает с 15 странами; является соорганизатором Единой Консолидированной Системы Чемпионатов по массажу; организатор Международного Фестиваля СПА, ЙОГИ и МАССАЖА – TOPSPAFEST. Мы готовим профессионалов в сфере массажа, SPA & Wellness индустрии Наши преподаватели ведущие специалисты в области массажа Мы готовы делиться знаниями и опытом с вами. [www.spaschool.ru](http://www.spaschool.ru/)",ok,products,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,Маркет Центр,Маркет Центр,"бьюти-девайсы, массажеры",,,,54,"Event-Холл «ИнфоПространство», Москва",девайсы для красоты и здоровья,"GESS — международный бренд девайсов для красоты и здоровья, который с 2010 года меняет представление о домашнем уходе. Мы создаем технологичные, простые в использовании и по-настоящему эффективные гаджеты для лица и тела, чтобы профессиональный результат стал доступен каждому.",,https://gessmarket.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-022,"* ![Image 30](https://thb.tildacdn.com/tild6535-3961-4734-b965-653336623437/-/empty/GESS.jpg) Маркет Центр стенд № 54 GESS — международный бренд девайсов для красоты и здоровья, который с 2010 года меняет представление о домашнем уходе. Мы создаем технологичные, простые в использовании и по-настоящему эффективные гаджеты для лица и тела, чтобы профессиональный результат стал доступен каждому. [gessmarket.ru](https://gessmarket.ru/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,Гидролаты Татьяны Тихоновой «Живая вода»,Гидролаты Татьяны Тихоновой «Живая вода»,гидролаты,,,,56,"Event-Холл «ИнфоПространство», Москва",натуральные средства ухода,"Идея бренда – создание 100% натуральных высокоэффективных средств для ухода за кожей и волосами – гидролатов премиального качества. Это экстракты растений , концентрированные по составу, с чистым ярким природным ароматом, выраженным косметическим и оздоравливающим эффектом. Они мгновенно увлажняют, снимают отеки и воспаления, восстанавливают капиллярное кровообращение и природные механизмы саморегуляции кожи. Гидролаты изготовлены полностью с применением ручного труда щадящей технологии обработки – методом дистилляции на качественном оборудовании – медном португальском аламбике. Они не содержат спирта, консервантов и каких-либо добавок, только вещества извлеченные паром из растений. При правильном изготовлении долго хранятся и не нуждаются в консервации. В качестве сырья используются свежесобранные растения, выросшие без применения удобрений в собственном саду или в дикой природе в экологически чистых условиях. Помимо ухода за внешностью их можно употреблять внутрь с целебным и пищевым назначением. Достигается мягкое при этом быстрое и эффективное воздействие на тело и эмоции. Визитная карточка коллекции – роскошный гидролаты розы, фруктов. Более 30 лет автор гидролатов занимается сбором лекарственных растений, обучалась у фитотерапевтов.",,,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-023,"* ![Image 31](https://thb.tildacdn.com/tild3565-6261-4337-b331-663263633865/-/empty/__.jpg) Гидролаты Татьяны Тихоновой «Живая вода» стенд № 56 Идея бренда – создание 100% натуральных высокоэффективных средств для ухода за кожей и волосами – гидролатов премиального качества. Это экстракты растений , концентрированные по составу, с чистым ярким природным ароматом, выраженным косметическим и оздоравливающим эффектом. Они мгновенно увлажняют, снимают отеки и воспаления, восстанавливают капиллярное кровообращение и природные механизмы саморегуляции кожи. Гидролаты изготовлены полностью с применением ручного труда щадящей технологии обработки – методом дистилляции на качественном оборудовании – медном португальском аламбике. Они не содержат спирта, консервантов и каких-либо добавок, только вещества извлеченные паром из растений. При правильном изготовлении долго хранятся и не нуждаются в консервации. В качестве сырья используются свежесобранные растения, выросшие без применения удобрений в собственном саду или в дикой природе в экологически чистых условиях. Помимо ухода за внешностью их можно употреблять внутрь с целебным и пищевым назначением. Достигается мягкое при этом быстрое и эффективное воздействие на тело и эмоции. Визитная карточка коллекции – роскошный гидролаты розы, фруктов. Более 30 лет автор гидролатов занимается сбором лекарственных растений, обучалась у фитотерапевтов.",ok,website,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,Тибетские рецепты,Тибетские рецепты,"косметика, лечебные бальзамы, гуаша, аппараты для салонов",,,,57,"Event-Холл «ИнфоПространство», Москва",косметика; товары для здоровья,"Тибетские рецепты – компания, выпускающая продукцию для здоровья, ухода за телом и лицом. Все препараты производятся из высоко качественного сырья, прошедшего несколько стадий контроля. Наша продукция отличается уникальностью и высокой эффективностью, в ней сочетаются ценнейшие вековые традиции восточной медицины и самые инновационные косметические достижения! Практикующие в течении нескольких десятилетий. Компания осуществляет оптовую и розничную торговлю. В ассортименте представлены линейки продуктов для СПА-процедур, лечебные бальзамы по уходу за лицом и телом, моксотерапия, гуаша, аппараты для салонов красоты.",,http://tibetskie-retsepti.ru/,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-024,"* ![Image 32](https://thb.tildacdn.com/tild6135-3435-4863-b464-323765333634/-/empty/logotype.png) Тибетские рецепты стенд № 57 Тибетские рецепты – компания, выпускающая продукцию для здоровья, ухода за телом и лицом. Все препараты производятся из высоко качественного сырья, прошедшего несколько стадий контроля. Наша продукция отличается уникальностью и высокой эффективностью, в ней сочетаются ценнейшие вековые традиции восточной медицины и самые инновационные косметические достижения! Практикующие в течении нескольких десятилетий. Компания осуществляет оптовую и розничную торговлю. В ассортименте представлены линейки продуктов для СПА-процедур, лечебные бальзамы по уходу за лицом и телом, моксотерапия, гуаша, аппараты для салонов красоты. [tibetskie-retsepti.ru](http://tibetskie-retsepti.ru/)",ok,,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
PROFBEAUTY EXPO 2026,PETITTE THE BEAUTY,PETITTE THE BEAUTY,"маникюрные инструменты, педикюрные инструменты, косметика для рук, косметика для ног",,,,59,"Event-Холл «ИнфоПространство», Москва",инструменты; уходовая косметика,"Petitte – молодая компания, созданная женщиной и для женщин. В ассортименте – инструмент для маникюра и педикюра (кусачки, ножницы, пинцеты, пилочки), расчески, уходовые и лечебные средства для рук и ног. Официальный дистрибутор косметики для лица и тела Boutique De Savon. Флагманские продукты: Уникальный набор для сухого маникюра Manicure me, который позволяет делать пилочный маникюр в домашних условиях. Это экологичный, быстрый и доступный метод ухода за собой. Легко поддерживать ногти в их идеальном состоянии «на бегу», брать в путешествия и командировки. Терочки для сухого педикюра Pedicure me – полностью заменяют smart-педикюр в домашних условиях. Удаление и обработка даже самых тяжелых стоп с трещинами и мозолями доставляет комфорт и удовольствие.",,,,,https://profbeauty-expo.ru/uchastniki_old7,profbeauty-expo-2026-official-old7-025,"* ![Image 33](https://thb.tildacdn.com/tild3431-3134-4462-b362-393236386533/-/empty/petitte_the_beauty.jpg) PETITTE THE BEAUTY стенд № 59 Petitte – молодая компания, созданная женщиной и для женщин. В ассортименте – инструмент для маникюра и педикюра (кусачки, ножницы, пинцеты, пилочки), расчески, уходовые и лечебные средства для рук и ног. Официальный дистрибутор косметики для лица и тела Boutique De Savon. Флагманские продукты: * Уникальный набор для сухого маникюра Manicure me, который позволяет делать пилочный маникюр в домашних условиях. Это экологичный, быстрый и доступный метод ухода за собой. Легко поддерживать ногти в их идеальном состоянии «на бегу», брать в путешествия и командировки. * Терочки для сухого педикюра Pedicure me – полностью заменяют smart-педикюр в домашних условиях. Удаление и обработка даже самых тяжелых стоп с трещинами и мозолями доставляет комфорт и удовольствие.",ok,website,2026-07-11T20:26:22.242307+00:00,profbeauty-expo-2026-official-archived-participants-signo-v1.0.1,official archived participants page 25–27 March 2026
