event_name,company_name,source_name,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version
EcoGorodExpo / ZOZH-Expo 2026,Лавка Деликатесов,Лавка Деликатесов,,,,B09,,,"Лавка Деликатесов создает то что превращает обычную трапезу в маленький праздник: домашние колбасы, мясные деликатесы и крафтовые сыры ручной работы. Каждое изделие - результат кропотливого ручного труда и бережного следование рецепта. Колбасы и деликатесы из отборного мяса, с ароматными специями без консервантов и усилителей вкуса. Копчение, вяление, созревание - каждый этап под чутким контролем мастеров. Крафтовые сыры, с душой и знанием дела. Только натуральное молоко традиционные технологии и немного творческого вдохновения. От нежных молодых до выдержанных с ярким характером.",,https://vk.com/lavkadelikatesow,,,https://zozhexpo.ru/catalog/#li_title__1774961940434,1774961940434,"Лавка Деликатесов создает то что превращает обычную трапезу в маленький праздник: домашние колбасы, мясные деликатесы и крафтовые сыры ручной работы. Каждое изделие - результат кропотливого ручного труда и бережного следование рецепта. Колбасы и деликатесы из отборного мяса, с ароматными специями без консервантов и усилителей вкуса. Копчение, вяление, созревание - каждый этап под чутким контролем мастеров. Крафтовые сыры, с душой и знанием дела. Только натуральное молоко традиционные технологии и немного творческого вдохновения. От нежных молодых до выдержанных с ярким характером.",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,Топленое масло ГХИ,Топленое масло ГХИ,,,,R09,,,"Компания представляет масло ГХИ - натуральный продукт, в котором гармонично сочетаются насыщенный вкус и польза для здоровья. ГХИ - это особый вид топлёного масла, получаемый методом длительного бережного томления. В процессе полностью удаляются вода, казеин и лактоза, благодаря чему остаётся чистый, легко усваиваемый жир с мягким орехово-сливочным вкусом и высокой точкой дымления. Масло ГХИ универсально: идеально подходит для жарки, запекания, каш и соусов, а также раскрывается в простых сочетаниях - например, со свежим хлебом. Продукт ценится за свои свойства: он способствует снижению воспалений, поддерживает дыхательную систему, смягчая горло и уменьшая дискомфорт, укрепляет иммунитет благодаря витаминам A, D, E, K и обладает мягким согревающим эффектом, особенно в сочетании со специями. ГХИ используют не только в кулинарии, но и в напитках - добавляя в тёплое молоко с мёдом и куркумой, а также для наружного применения - в виде тёплого массажа для расслабления и улучшения самочувствия. Масло ГХИ - это универсальный продукт, который наполняет блюда вкусом и поддерживает естественный баланс организма.",,,,,https://zozhexpo.ru/catalog/#li_title__1774962222683,1774962222683,"Компания представляет масло ГХИ - натуральный продукт, в котором гармонично сочетаются насыщенный вкус и польза для здоровья. ГХИ - это особый вид топлёного масла, получаемый методом длительного бережного томления. В процессе полностью удаляются вода, казеин и лактоза, благодаря чему остаётся чистый, легко усваиваемый жир с мягким орехово-сливочным вкусом и высокой точкой дымления. Масло ГХИ универсально: идеально подходит для жарки, запекания, каш и соусов, а также раскрывается в простых сочетаниях - например, со свежим хлебом. Продукт ценится за свои свойства: он способствует снижению воспалений, поддерживает дыхательную систему, смягчая горло и уменьшая дискомфорт, укрепляет иммунитет бла",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,Марьины Травы,Марьины Травы,,,,A05,,,"Мария Дьяченко — Калужская Травница 🌿 Живя в окружении первозданной природы, Мария посвятила жизнь сбору целебных трав и Иван-чая. Каждый листок она бережно сушит по старинным семейным рецептам, сохраняя максимум пользы и аромата. Родившись в Томске — городе, где студенческая энергия соседствует с таёжной мудростью — своё ""травное"" детство она провела в деревне. Бабушка Валя и прабабушка Стеша научили её не просто собирать растения, а чувствовать их характер и целебную силу. Особое мастерство — ферментация Иван-чая по уникальному рецепту, который делает каждый сбор неповторимым. С 2007 года Мария обустраивает жизнь в Родовом Поселении «Милёнки» на берегу чистейшей реки Угра в Калужской области. Здесь, среди лугов и лесов, она воспитывает пятерых детей, которые с детства учатся бережному отношению к природе. Мария проводит увлекательные мастер-классы, где раскрывает секреты: ✔️ Правильного сбора и сушки трав ✔️ Искусства ферментации Иван-чая ✔️ Приготовления витаминных сборов ✔️ Использования дикоросов в повседневной кухне Мария ведёт активную просветительскую работу, возрождая традиции травничества. Её философия проста: природа даёт всё необходимое для здоровья, важно научиться этим пользоваться.",,https://vk.com/moi_travy,,,https://zozhexpo.ru/catalog/#li_title__1758193926334,1758193926334,"Мария Дьяченко — Калужская Травница 🌿 Живя в окружении первозданной природы, Мария посвятила жизнь сбору целебных трав и Иван-чая. Каждый листок она бережно сушит по старинным семейным рецептам, сохраняя максимум пользы и аромата. Родившись в Томске — городе, где студенческая энергия соседствует с таёжной мудростью — своё ""травное"" детство она провела в деревне. Бабушка Валя и прабабушка Стеша научили её не просто собирать растения, а чувствовать их характер и целебную силу. Особое мастерство — ферментация Иван-чая по уникальному рецепту, который делает каждый сбор неповторимым. С 2007 года Мария обустраивает жизнь в Родовом Поселении «Милёнки» на берегу чистейшей реки Угра в Калужской облас",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,MyGenetics,MyGenetics,,,,B11,,,"Компания MyGenetics работает на рынке генетических исследований с 2013 года. Панели тестов позволяют изучить ключевые показатели, связанные с активностью, энергией, психоэмоциональной сферой, оптимальной системой питания и физической активностью. MyGenetics имеет собственную лабораторию в новосибирском Академгородке, а также штат разработчиков-генетиков. Благодаря отлаженной логистике клиенты из любой точки мира комфортно взаимодействуют с компанией. Чтобы собрать генетический материал не нужно сдавать кровь, это безопасно и просто, а результаты актуальны на протяжении всей жизни. ДНК-исследования — это первая ступень биохакинга. То, с чего начинается путь к здоровью, познанию себя и активному долголетию. С компанией MyGenetics данные тестов легко расшифровать и начать применять в жизни — в каждое тестирование включена индивидуальная консультациям с практикующим экспертом.",,https://mygenetics.ru/,,,https://zozhexpo.ru/catalog/#li_title__1774964537543,1774964537543,"Компания MyGenetics работает на рынке генетических исследований с 2013 года. Панели тестов позволяют изучить ключевые показатели, связанные с активностью, энергией, психоэмоциональной сферой, оптимальной системой питания и физической активностью. MyGenetics имеет собственную лабораторию в новосибирском Академгородке, а также штат разработчиков-генетиков. Благодаря отлаженной логистике клиенты из любой точки мира комфортно взаимодействуют с компанией. Чтобы собрать генетический материал не нужно сдавать кровь, это безопасно и просто, а результаты актуальны на протяжении всей жизни. ДНК-исследования — это первая ступень биохакинга. То, с чего начинается путь к здоровью, познанию себя и активно",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,MEDCRAFT MEDVIBE,MEDCRAFT MEDVIBE,,,,B14,,,"MedCraft - это высококачественные витамины, минералы, нутриенты, специально разработанные для женщин и женского здоровья. Наша задача - чтобы вы были уверены в результате и остались в восторге от эффекта после приема нутрицевтиков. 4 важных принципа, на которые мы опираемся в работе: Понятный состав, открытое производство и информация о месте происхождения сырья. Клиническая эффективность нутрицевтиков. Гарантия результата. Программа поддержки клиентов специалистами MedVibe 24/7. ! Наша миссия: чтобы счастливых и здоровых людей стало больше!",,http://medvibe.ru/; https://medcraft.ru/,,,https://zozhexpo.ru/catalog/#li_title__1774964700567,1774964700567,"MedCraft - это высококачественные витамины, минералы, нутриенты, специально разработанные для женщин и женского здоровья. Наша задача - чтобы вы были уверены в результате и остались в восторге от эффекта после приема нутрицевтиков. 4 важных принципа, на которые мы опираемся в работе: Понятный состав, открытое производство и информация о месте происхождения сырья. Клиническая эффективность нутрицевтиков. Гарантия результата. Программа поддержки клиентов специалистами MedVibe 24/7. ! Наша миссия: чтобы счастливых и здоровых людей стало больше!",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,NATURA botanica,NATURA botanica,,,,B16,,,"NATURA botanica – это натуральная косметика, нацеленная на гармонию с природой, заботу о красоте и здоровье всех членов семьи, в том числе будущих и кормящих мам и детей с первых дней жизни. Наша особая гоhдость – это серия для беременных и кормящих мам. В самый важный период наши женщины подходят к выбору косметики более осознанно – делая выбор в пользу натуральных составов. Предметом восхищения так же по праву считается детская серия, разработанная с особой любовью и нежностью к самым важным людям на планете – нашим детям. Продукты из этой линейки уже успели покорить сердца молодых мам – они по достоинству оценили нашу детскую линейку. Все продукты бренда NATURA botanica не содержат силиконов, парабенов, синтетических красителей и отдушек.",,https://naturabotanica.su/,,,https://zozhexpo.ru/catalog/#li_title__1774965400021,1774965400021,"NATURA botanica – это натуральная косметика, нацеленная на гармонию с природой, заботу о красоте и здоровье всех членов семьи, в том числе будущих и кормящих мам и детей с первых дней жизни. Наша особая гоhдость – это серия для беременных и кормящих мам. В самый важный период наши женщины подходят к выбору косметики более осознанно – делая выбор в пользу натуральных составов. Предметом восхищения так же по праву считается детская серия, разработанная с особой любовью и нежностью к самым важным людям на планете – нашим детям. Продукты из этой линейки уже успели покорить сердца молодых мам – они по достоинству оценили нашу детскую линейку. Все продукты бренда NATURA botanica не содержат силико",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,NEW WAVE,NEW WAVE,,,,C03,,,"Молодая международная компания, зарегистрированная в РФ, Казахстане и Узбекистане. Компания разрабатывает и выпускает собственные инновационные продукты, включая функциональные напитки, базы, средства для ухода за кожей и систему фильтрации воды. Разработки основаны на многолетнем опыте и последних научных достижениях. С Новой волной здоровье становится вкусным и стильным!",,https://newave.ru/,,,https://zozhexpo.ru/catalog/#li_title__1774965752134,1774965752134,"Молодая международная компания, зарегистрированная в РФ, Казахстане и Узбекистане. Компания разрабатывает и выпускает собственные инновационные продукты, включая функциональные напитки, базы, средства для ухода за кожей и систему фильтрации воды. Разработки основаны на многолетнем опыте и последних научных достижениях. С Новой волной здоровье становится вкусным и стильным!",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,ROSTKI FOR YOU,ROSTKI FOR YOU,,,,D05,,,"Хлебцы из проростков – супер перекус, Получаешь с ними самый полезный хруст, Кладезь минералов, белков, жиров, клетчатки И залог здоровья для обретенья счастья. Достигайте новых высот вместе с ""ПроRostki""! (БЖУ – 24:38:19 г, клетчатки – 12 г, омега-3 – 10 г, магния – 364 мг)",,https://xn--h1adladgbjj.site/,,,https://zozhexpo.ru/catalog/#li_title__1774965999784,1774965999784,"Хлебцы из проростков – супер перекус, Получаешь с ними самый полезный хруст, Кладезь минералов, белков, жиров, клетчатки И залог здоровья для обретенья счастья. Достигайте новых высот вместе с ""ПроRostki""! (БЖУ – 24:38:19 г, клетчатки – 12 г, омега-3 – 10 г, магния – 364 мг)",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,Путь Жизни,Путь Жизни,,,,A02,,,"За здоровье, за людей, за правду! «Путь Жизни» — это органическое предприятие полного цикла: от сельхозпроизводства до конечной переработки. Это результат труда и бережного отношения к дарам Земли. С 2012 года предприятие возделывает собственные поля в Орловской области, производя чистое, не отравленное зерно. В 2023 году начали перерабатывать зерно в органические крупы, муку, хлопья и постоянно расширяют ассортимент. Делятся своим опытом и знаниями с другими производителями и просто заинтересованными людьми, проводя встречи, стажировки и консультации. Ведь органическое производство — это не только качественные и полезные продукты, это формирование культуры здорового питания и бережного отношения к природе.",,https://vk.com/put_zhizni_organic,,,https://zozhexpo.ru/catalog/#li_title__1758193147679,1758193147679,"За здоровье, за людей, за правду! «Путь Жизни» — это органическое предприятие полного цикла: от сельхозпроизводства до конечной переработки. Это результат труда и бережного отношения к дарам Земли. С 2012 года предприятие возделывает собственные поля в Орловской области, производя чистое, не отравленное зерно. В 2023 году начали перерабатывать зерно в органические крупы, муку, хлопья и постоянно расширяют ассортимент. Делятся своим опытом и знаниями с другими производителями и просто заинтересованными людьми, проводя встречи, стажировки и консультации. Ведь органическое производство — это не только качественные и полезные продукты, это формирование культуры здорового питания и бережного отно",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,SOMELOVE,SOMELOVE,,,,D08,,,"Somelove — это бережный натуральный уход для всей семьи. Нежную кожу новорождённых поддерживают и укрепляют продукты с пребиотиками из линейки for my baby. Яркие озорные средства для «уже больших» малышей for my kiddo превращают скучное купание в приключение. Уход для взрослых тоже очень деликатный, поэтому продукты для лица и тела линеек for my face и for my body подойдут мамам малышей. Продукты somelove протестированы дерматологами из немецкой лаборатории Dermatest. Результат — высшая оценка.",,https://somelove.ru/,,,https://zozhexpo.ru/catalog/#li_title__1774966253176,1774966253176,"Somelove — это бережный натуральный уход для всей семьи. Нежную кожу новорождённых поддерживают и укрепляют продукты с пребиотиками из линейки for my baby. Яркие озорные средства для «уже больших» малышей for my kiddo превращают скучное купание в приключение. Уход для взрослых тоже очень деликатный, поэтому продукты для лица и тела линеек for my face и for my body подойдут мамам малышей. Продукты somelove протестированы дерматологами из немецкой лаборатории Dermatest. Результат — высшая оценка.",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,СВИТБИН,СВИТБИН,,,,C13,,,"Фабрика полезного шоколада СВИТБИН — это истинная находка для ценителей здорового питания и натуральных сладостей. Компания представляет уникальный шоколад SUPERFOOD, который не содержит сахара: его сладость достигается благодаря натуральным сиропам топинамбура и цикория. Изготавливая продукцию без добавления соевого лецитина, пальмового масла, искусственных добавок и красителей, СВИТБИН заботится о здоровье своих потребителей. Шоколад обогащен натуральными ингредиентами: семенами тыквы и конопли, порошком пророщенной пшеницы витграсс, а также ароматными сухофруктами, такими как абрикосы, чернослив, финики и клюква. Не забыты и орехи — миндаль, грецкий и кедровый. Каждый кусочек не только удивляет вкусом, но и приносит пользу организму. Свитбин - шоколадный восторг!",,https://sweetbean-chocolate.ru/,,,https://zozhexpo.ru/catalog/#li_title__1757604322058,1757604322058,"Фабрика полезного шоколада СВИТБИН — это истинная находка для ценителей здорового питания и натуральных сладостей. Компания представляет уникальный шоколад SUPERFOOD, который не содержит сахара: его сладость достигается благодаря натуральным сиропам топинамбура и цикория. Изготавливая продукцию без добавления соевого лецитина, пальмового масла, искусственных добавок и красителей, СВИТБИН заботится о здоровье своих потребителей. Шоколад обогащен натуральными ингредиентами: семенами тыквы и конопли, порошком пророщенной пшеницы витграсс, а также ароматными сухофруктами, такими как абрикосы, чернослив, финики и клюква. Не забыты и орехи — миндаль, грецкий и кедровый. Каждый кусочек не только уд",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,Семилова Елена,Семилова Елена,,,,R01,,,"Уникальные натуральные живые уксусы из ягод, листьев, цветов. Непастеризованные и нефильтрованные. В линейке также представлены уксусные вытяжки на ягодах и пряных травах. Гидролаты - большой выбор из пищевых и лекарственных растений. Вся продукция производится в Ярославской области.",,https://vk.com/vinegar_i_hydrolate,,,https://zozhexpo.ru/catalog/#li_title__1758207441655,1758207441655,"Уникальные натуральные живые уксусы из ягод, листьев, цветов. Непастеризованные и нефильтрованные. В линейке также представлены уксусные вытяжки на ягодах и пряных травах. Гидролаты - большой выбор из пищевых и лекарственных растений. Вся продукция производится в Ярославской области.",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,Углече поле,Углече поле,,,,A02,,,"Сохранившие первозданную природную чистоту земли и воды, существенное удаление от промышленных центров, самые передовые научные методы организации и ведения органического сельскохозяйственного производства, бережные технологии переработки и упаковки готовой продукции гарантируют продуктам бренда «Углече Поле» непревзойденный вкус и пользу для вашего здоровья. Продукты «Углече Поле» производятся в Угличском районе Ярославской области компанией «АгриВолга».",,https://ouglechepole.ru/,,,https://zozhexpo.ru/catalog/#li_title__1774966580631,1774966580631,"Сохранившие первозданную природную чистоту земли и воды, существенное удаление от промышленных центров, самые передовые научные методы организации и ведения органического сельскохозяйственного производства, бережные технологии переработки и упаковки готовой продукции гарантируют продуктам бренда «Углече Поле» непревзойденный вкус и пользу для вашего здоровья. Продукты «Углече Поле» производятся в Угличском районе Ярославской области компанией «АгриВолга».",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,Фитасинтекс,Фитасинтекс,,,,A19,,,"Фитасинтекс — 25 лет безупречной репутации на рынке гомеопатии. Российская компания специализируется на производстве высокоэффективных комплексных и моно препаратов. Каждое средство — результат кропотливой работы фармацевтов и врачей-гомеопатов, которые лично тестируют рецептуры. В основе производства — проверенное сырье и собственные клинические исследования, подтверждающие безопасность и результативность. Ассортимент включает решения для всей семьи: от поддержки иммунитета до помощи при стрессах, нарушениях сна и сезонных недомоганиях. Узнайте больше о линейке на официальном сайте",,https://www.fitasyntex.ru,,,https://zozhexpo.ru/catalog/#li_title__1774970016477,1774970016477,"Фитасинтекс — 25 лет безупречной репутации на рынке гомеопатии. Российская компания специализируется на производстве высокоэффективных комплексных и моно препаратов. Каждое средство — результат кропотливой работы фармацевтов и врачей-гомеопатов, которые лично тестируют рецептуры. В основе производства — проверенное сырье и собственные клинические исследования, подтверждающие безопасность и результативность. Ассортимент включает решения для всей семьи: от поддержки иммунитета до помощи при стрессах, нарушениях сна и сезонных недомоганиях. Узнайте больше о линейке на официальном сайте",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,Fitness Formula,Fitness Formula,,,,C08,,,"Fitness Formula - сеть магазинов для активного образа жизни, в ассортименте более 1000 позиций БАДов, Спортивного питания, снеков и других продуктов для активного образа жизни, красоты и здоровья. Ассортимент магазина представлен российскими и международными брендами, такими как: NOW FOODS, Life Extension, Trace Minerals. Fitness Formula предоставляет своим клиентам только лучшие цены на высококачественные продукты, это стало возможно благодаря прямым договорам с производителями из разных стран. Выбирая Fitness Formula - вы выбираете активную жизнь!",,https://moscow.24ff.ru/,,,https://zozhexpo.ru/catalog/#li_title__1774970148361,1774970148361,"Fitness Formula - сеть магазинов для активного образа жизни, в ассортименте более 1000 позиций БАДов, Спортивного питания, снеков и других продуктов для активного образа жизни, красоты и здоровья. Ассортимент магазина представлен российскими и международными брендами, такими как: NOW FOODS, Life Extension, Trace Minerals. Fitness Formula предоставляет своим клиентам только лучшие цены на высококачественные продукты, это стало возможно благодаря прямым договорам с производителями из разных стран. Выбирая Fitness Formula - вы выбираете активную жизнь!",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,САХАДЖА ЙОГА,САХАДЖА ЙОГА,,,,B17,,,"Уникальный метод духовного возрождения человека путём пробуждения его собственной энергии Кундалини. Будучи пробуждённой, Кундалини устанавливает на тонком уровне связь человека со Всепроникающей Энергией Божественной Любви, то есть даёт ему Йогу. Регулярные медитации и очищение чакр необходимы для упрочения связи.",,https://sahajayoga.ru/,,,https://zozhexpo.ru/catalog/#li_title__1774970298277,1774970298277,"Уникальный метод духовного возрождения человека путём пробуждения его собственной энергии Кундалини. Будучи пробуждённой, Кундалини устанавливает на тонком уровне связь человека со Всепроникающей Энергией Божественной Любви, то есть даёт ему Йогу. Регулярные медитации и очищение чакр необходимы для упрочения связи.",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,SHARE,SHARE,,,,D03,,,"Компания SHARE производит в Швейцарии уникальные ферментированные фрукты — это природные эликсиры для оздоровления и детокса. Мы превращаем отборные фрукты (японский абрикос и помело) в мощные концентраты полезных веществ с помощью долгой ферментации (36 месяцев). Наши продукты созданы, чтобы решать конкретные проблемы: · Очищают организм — выводят токсины, улучшают работу печени и кишечника. · Улучшают пищеварение — восстанавливают микрофлору за счёт живых пробиотиков и энзимов. · Повышают энергию и иммунитет — насыщают организм легкоусвояемыми витаминами и антиоксидантами. · Поддерживают молодость и тонус — борются со стрессом клеток и помогают метаболизму. Это 100% натуральные формулы без консервантов, подходящие даже для веганов и людей с пищевыми ограничениями. Швейцарское качество гарантирует чистоту и эффективность каждого продукта. SHARE — ваше ежедневное решение для очищения, укрепления здоровья и активного долголетия!",,https://sharerussia.ru/,,,https://zozhexpo.ru/catalog/#li_title__1774970453341,1774970453341,"Компания SHARE производит в Швейцарии уникальные ферментированные фрукты — это природные эликсиры для оздоровления и детокса. Мы превращаем отборные фрукты (японский абрикос и помело) в мощные концентраты полезных веществ с помощью долгой ферментации (36 месяцев). Наши продукты созданы, чтобы решать конкретные проблемы: · Очищают организм — выводят токсины, улучшают работу печени и кишечника. · Улучшают пищеварение — восстанавливают микрофлору за счёт живых пробиотиков и энзимов. · Повышают энергию и иммунитет — насыщают организм легкоусвояемыми витаминами и антиоксидантами. · Поддерживают молодость и тонус — борются со стрессом клеток и помогают метаболизму. Это 100% натуральные формулы без",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,YARKOST,YARKOST,,,,A08,,,"Лаборатория сезонной косметики ""YARKOST"". В этом проекте главное - любовь к органическому стилю жизни. ""Яркость"" создает, разрабатывает, ищет сезонные косметические коллекции. Наборы необходимые и полезные каждому из нас в текущее время года. Природа не любит ни пустоты, ни переполненности. Она стремится к равновесию, непрестанно восполняя все, в чем возникает недостаточность, и зачищая излишки: _ Весной оживающая, уставшая от холода, морозного ветра и недостатка солнечного света наливает силой все вокруг, в каждом стебле и каждой почке текут силы возрождения. _ Летом в период цветения и созревания вырабатывает стабилизирующие и развивающие вещества. _ Осенью готовит к суровому периоду испытаний, создает элементы обертывания, защищающие и успокаивающие. _ В зимнее время согревает, тонизирует и тайно готовит к новому взлету, росту и обновлению. Каждый из продуктов ""YARKOST"" имеет нумерацию 1 _ 2 _ 3 _ 4. Что означает для какого из сезонов он наиболее эффективен - весны, зимы, осени или лета. В максимальной гармонии с природой.",,https://yarkostorganic.ru/,,,https://zozhexpo.ru/catalog/#li_title__1760452467683,1760452467683,"Лаборатория сезонной косметики ""YARKOST"". В этом проекте главное - любовь к органическому стилю жизни. ""Яркость"" создает, разрабатывает, ищет сезонные косметические коллекции. Наборы необходимые и полезные каждому из нас в текущее время года. Природа не любит ни пустоты, ни переполненности. Она стремится к равновесию, непрестанно восполняя все, в чем возникает недостаточность, и зачищая излишки: _ Весной оживающая, уставшая от холода, морозного ветра и недостатка солнечного света наливает силой все вокруг, в каждом стебле и каждой почке текут силы возрождения. _ Летом в период цветения и созревания вырабатывает стабилизирующие и развивающие вещества. _ Осенью готовит к суровому периоду испыт",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
EcoGorodExpo / ZOZH-Expo 2026,Сидродельня АБЛЪКО,Сидродельня АБЛЪКО,,,,A02,,,"Сидр Аблъко - первый в России сухой органический сидр! Производство сидра находится в Мещовском районе Калужской области. Слабоалкогольный напиток с мягкой натуральной газацией изготавливается из яблочного сока прямого отжима путем холодного брожения и ферментации в течении 10-ти месяцев. Собственные сады, чистый деревенский воздух и долгий процесс ферментации на осадке придают сидру утонченный яблочный вкус и аромат! На производстве так же проводятся экскурсии с дегустацией, есть возможность отдыха в комфортных сфера-домиках с панорамным остеклением и видом на поля.",,https://ablko.ru/,,,https://zozhexpo.ru/catalog/#li_title__1775632590660,1775632590660,"Сидр Аблъко - первый в России сухой органический сидр! Производство сидра находится в Мещовском районе Калужской области. Слабоалкогольный напиток с мягкой натуральной газацией изготавливается из яблочного сока прямого отжима путем холодного брожения и ферментации в течении 10-ти месяцев. Собственные сады, чистый деревенский воздух и долгий процесс ферментации на осадке придают сидру утонченный яблочный вкус и аромат! На производстве так же проводятся экскурсии с дегустацией, есть возможность отдыха в комфортных сфера-домиках с панорамным остеклением и видом на поля.",ok,,2026-06-16T07:50:34Z,zozh-tilda-catalog-v1.0.0
