event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,short_name_check,products_check,qa_notes,signo_status,repeat_reason,matched_crm_email,matched_crm_domain,matched_crm_company,candidate_emails,candidate_top_domains,source_sheet,source_removed_reason,website_email_status,website_email_source_url,website_email_notes,main email,main_email_reason
InterCHARM 2026,14–17 октября 2026,GESS,GESS,уход за кожей лица и тела; косметологическое оборудование,RUS,Санкт-Петербург,,18A12,Зал 18 – Профессиональная косметика и косметология,Бьюти-гаджеты для домашнего использования; Уход за кожей лица и тела; Аппаратная косметология; Зал 18 – Профессиональная косметика и косметология,"Международный бренд девайсов для красоты и здоровья. Мы создаем технологичные, простые в использовании и эффективные гаджеты для лица и тела. | GESS делает ставку на проверенные и эффективные методы ухода: биомеханическая стимуляция, микротоки, УЗ-чистки, дарсонвализация, массажные техники. Флагманским продуктом является тренажер БМС FaceActive, разработанный на основе советской методики ученого Владимира Назарова. Продукты GESS получили признание не только среди частных клиентов, но и среди косметологов и массажистов. Бренд доступен по всему миру и представлен на ведущих маркетплейсах и в крупных сетевых магазинах. Глобальная сеть офисов: Таллин, Санкт-Петербург, Москва, Шанхай, Алматы, Дубай. | На стенде GESS гости смогут познакомиться с новыми бьюти-девайсами и лично протестировать их в работе. В течение дня проходят презентации, мастер-классы и консультации от экспертов бренда. Для посетителей предусмотрены специальные условия, бонусы и подарки. При покупке можно принять участие в «Колесе Фортуны» и выиграть призы. До встречи на нашем стенде!",GESS,https://restup.ru,restup@restup.ru,+7 800 300 63 67,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a28fe4081e2ea7899094905/-/-/-,6a28fe4081e2ea7899094905,RUS_product_candidate,"Бьюти-гаджеты для домашнего использования; Уход за кожей лица и тела; Аппаратная косметология; Зал 18 – Профессиональная косметика и косметология | Международный бренд девайсов для красоты и здоровья. Мы создаем технологичные, простые в использовании и эффективные гаджеты для лица и тела. | GESS делает ставку на проверенные и эффективные методы ухода: биомеханическая стимуляция, микротоки, УЗ-чистки, дарсонвализация, массажные техники. Флагманским продуктом является тренажер БМС FaceActive, разработанный на основе советской методики ученого Владимира Назарова. Продукты GESS получили признание не только среди частных клиентов, но и среди косметологов и массажистов. Бренд доступен по всему миру и представлен на ведущих маркетплейсах и в крупных сетевых магазинах. Глобальная сеть офисов: Таллин, Санкт-Петербург, Москва, Шанхай, Алматы, Дубай. | На стенде GESS гости смогут познакомиться с но",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,restup@restup.ru,restup.ru,official_expovr_catalog_api,,official_email_present,,,restup@restup.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,GL завод гель-лаков,GL завод гель-лаков,дизайн ногтей; наращивание ногтей,RUS,Уфа,,,,Контрактное производство; Дизайн ногтей; Наращивание ногтей,"GL завод- это российский производитель гелевой продукции. Компания помогает создавать нейл бренды ""под ключ"". | Завод гель-лаков GL. Наш завод является прямым производителем гелевой продукцией на Российском и Зарубежном рынке. Располагаем широким разнообразием коллекций, каждый месяц ассортимент пополняется 30-50 новыми цветами. Разрабатываем индивидуальные оттенки гелевой продукции. Наши дизайнеры помогут Вам с разработкой фирменного стиля вашего бренда. Сотрудничая с нами, вы получаете готовую продукцию ""под ключ"". Мы производим и фасуем в необходимую тару: Основы (Base Coat) и закрепители (Top Coat) для гель-лака; камуф. и цвет базы; цветные гель-лаки, гели, жидкости, масла, уходовую продукцию. | Расскажем о контрактном производстве гелевой продукции под Вашим брендом. Для ознакомления с продукцией, на стенде будут представлены тестовые образцы. Преимущество работы с нами: - Качественно российское сырье - Лояльная ценовая политика - Уменьшение расходов на транспортировку - Уменьшение сроков поставки за счет отсутствия растаможки - Родные русскоязычные менеджеры","GL, Fresh Prof, Kiyoko, LuckyLak, Majorik, Siren",https://gel-lack-zavod.com/,glzavod@mail.ru,+7 927 232 84 91,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a1ea1f1abda71a4e0204a3a/-/-/-,6a1ea1f1abda71a4e0204a3a,RUS_product_candidate,"Контрактное производство; Дизайн ногтей; Наращивание ногтей | GL завод- это российский производитель гелевой продукции. Компания помогает создавать нейл бренды ""под ключ"". | Завод гель-лаков GL. Наш завод является прямым производителем гелевой продукцией на Российском и Зарубежном рынке. Располагаем широким разнообразием коллекций, каждый месяц ассортимент пополняется 30-50 новыми цветами. Разрабатываем индивидуальные оттенки гелевой продукции. Наши дизайнеры помогут Вам с разработкой фирменного стиля вашего бренда. Сотрудничая с нами, вы получаете готовую продукцию ""под ключ"". Мы производим и фасуем в необходимую тару: Основы (Base Coat) и закрепители (Top Coat) для гель-лака; камуф. и цвет базы; цветные гель-лаки, гели, жидкости, масла, уходовую продукцию. | Расскажем о контрактном производстве гелевой продукции под Вашим брендом. Для ознакомления с продукцией, на стенде будут представ",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,repeat,owned domain match in Twenty repeat index: gel-lack-zavod.com,,gel-lack-zavod.com,Gl,glzavod@mail.ru,gel-lack-zavod.com,official_expovr_catalog_api,,official_email_present,,,glzavod@mail.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,GREYMY,Greymy,домашний уход за кожей; косметика для волос; материалы для маникюра и педикюра,RUS,г Москва,,,Зал 17 – Парикмахерское искусство и ногтевой сервис,Зал 17 – Парикмахерское искусство и ногтевой сервис,"GREYMY - профессиональные средства по уходу за волосами. Производство в Италии. Средства для восстановления, выпрямления, стайлинга и окрашивания. | Мы являемся официальным дистрибьютором бренда GREYMY в России с 2012 года. Имя GREYMY происходит от латинского gremium, что означает «глубина», «сердцевина». Это имя отражает наши устремления на пути к совершенству в заботе о красоте волос. В GREYMY представлены всего 5 компактных линий: Shine - идеальная линия средств для блеска, разглаживания и ухода за волосами на основе кератина. Volume - средства для придания объема волосам. Color - средства для ухода за окрашенными волосами. Style - полный набор средств, дающих стойкий результат. Utopia - средства для идеального окрашивания. | На нашем стенде будут представлены продукты от профессиональных средств до домашнего ухода от GREYMY. Технолог бренда ответит на все вопросы по проведению процедур и расскажет все достоинства наших продуктов. Мы будем дарить подарки ВСЕМ, кто проявит интерес к нашему бренду. А тем, кто совершит покупку выпадет шанс поучаствовать в беспроигрышной лотерее. В дни выставки на всю нашу продукцию будет действовать УНИКАЛЬНОЕ предложение до -50%!",GREYMY,https://greymy.ru/,info@greymy.com,+7 926 326 67 77,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6aa7da383458addbcab2ef4a/-/-/-,6aa7da383458addbcab2ef4a,RUS_product_candidate,"Зал 17 – Парикмахерское искусство и ногтевой сервис | GREYMY - профессиональные средства по уходу за волосами. Производство в Италии. Средства для восстановления, выпрямления, стайлинга и окрашивания. | Мы являемся официальным дистрибьютором бренда GREYMY в России с 2012 года. Имя GREYMY происходит от латинского gremium, что означает «глубина», «сердцевина». Это имя отражает наши устремления на пути к совершенству в заботе о красоте волос. В GREYMY представлены всего 5 компактных линий: Shine - идеальная линия средств для блеска, разглаживания и ухода за волосами на основе кератина. Volume - средства для придания объема волосам. Color - средства для ухода за окрашенными волосами. Style - полный набор средств, дающих стойкий результат. Utopia - средства для идеального окрашивания. | На нашем стенде будут представлены продукты от профессиональных средств до домашнего ухода от GREYMY. Техно",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,info@greymy.com,greymy.com; greymy.ru,official_expovr_catalog_api,,official_email_present,,,info@greymy.com,official catalogue public email
InterCHARM 2026,14–17 октября 2026,GROOM Galaxy,GROOM Galaxy,косметика для животных; биотехнологические косметологические препараты,RUS,Екатеринбург,,14E39,Зал 14 – Косметика и парфюмерия. Бытовая химия.,Косметика для животных; Зал 14 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке,"АО «ГРУМ» — российский производитель инновационной профессиональной косметики Groom Galaxy для собак и кошек, резидент «Сколково». | АО «ГРУМ» развивает бренд косметики для животных Groom Galaxy. Продукция создается на собственном опытном производстве для рынка профессионального груминга и домашнего ухода. Формулы разрабатываются совместно с грумерами, технологами и ветеринарными дерматологами. Сильные стороны — системный подход к уходу за кожей и шерстью, высокая концентрация активных компонентов, сертификация и клинические испытания. Уникальное направление — исследование и разработка средств по борьбе с Алопецией X у собак, благодаря которому компания получила статус резидента «Сколково». | На стенде Groom Galaxy будет представлена профессиональная косметика для комплексного ухода за кожей и шерстью собак и кошек: шампуни, кондиционеры, восстанавливающая маска, уходовые и финишные средства. Также посетители смогут познакомиться со спреями для шерсти и парфюмерной линейкой для животных. Мы представим ключевые продукты Groom Galaxy, расскажем о профессиональных схемах ухода, особенностях применения средств для разных типов шерсти и задач груминга, а также познакомим гостей с философией и технологиями бренда.","GROOM Galaxy, Лайки",https://groomcosmetic.com,manager@groom-rf.ru,+7 900 204 54 04,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a998bd33458addbcaa3c348/-/-/-,6a998bd33458addbcaa3c348,RUS_product_candidate,"Косметика для животных; Зал 14 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке | АО «ГРУМ» — российский производитель инновационной профессиональной косметики Groom Galaxy для собак и кошек, резидент «Сколково». | АО «ГРУМ» развивает бренд косметики для животных Groom Galaxy. Продукция создается на собственном опытном производстве для рынка профессионального груминга и домашнего ухода. Формулы разрабатываются совместно с грумерами, технологами и ветеринарными дерматологами. Сильные стороны — системный подход к уходу за кожей и шерстью, высокая концентрация активных компонентов, сертификация и клинические испытания. Уникальное направление — исследование и разработка средств по борьбе с Алопецией X у собак, благодаря которому компания получила статус резидента «Сколково». | На стенде Groom Galaxy будет представлена профессиональная косметика для комплексного ухода за кожей и ",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,manager@groom-rf.ru,groom-rf.ru; groomcosmetic.com,official_expovr_catalog_api,,official_email_present,,,manager@groom-rf.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,GUAM,GUAM,натуральная и органическая косметика; уход за кожей лица и тела; нишевая парфюмерия,RUS,Москва,,14C11,Зал 14 – Косметика и парфюмерия. Бытовая химия.,Натуральная и органическая косметика; Уход за кожей лица и тела; La Niche; Зал 14 – Косметика и парфюмерия. Бытовая химия.,"Итальянский бренд с семейными традициями — признанный на международном уровне эксперт в области профессиональных средств для домашнего ухода. | Guam – итальянский премиальный косметический бренд, особенностью которого является натуральный состав на основе запатентованного комплекса морских водорослей. Уникальные программы Guam по моделированию фигуры, уходу за лицом и волосами дают выраженные результаты, подтвержденные клиническими исследованиями и многолетним опытом их практического применения. Впервые антицеллюлитный уход за телом профессионального уровня стало возможным использовать в домашних условиях. Однажды завоевав сердца женщин, Guam прочно удерживает свои позиции 40 лет! | Приглашаем ознакомиться с новинками и самыми востребованными продуктами бренда на нашем стенде. Специалисты проведут консультации и помогут подобрать индивидуальную программу ухода за телом.",GUAM,https://www.guam.ru,hello@guam.ru,+7 800 500 47 86,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a99515c3458addbcaa2d2d2/-/-/-,6a99515c3458addbcaa2d2d2,RUS_product_candidate,"Натуральная и органическая косметика; Уход за кожей лица и тела; La Niche; Зал 14 – Косметика и парфюмерия. Бытовая химия. | Итальянский бренд с семейными традициями — признанный на международном уровне эксперт в области профессиональных средств для домашнего ухода. | Guam – итальянский премиальный косметический бренд, особенностью которого является натуральный состав на основе запатентованного комплекса морских водорослей. Уникальные программы Guam по моделированию фигуры, уходу за лицом и волосами дают выраженные результаты, подтвержденные клиническими исследованиями и многолетним опытом их практического применения. Впервые антицеллюлитный уход за телом профессионального уровня стало возможным использовать в домашних условиях. Однажды завоевав сердца женщин, Guam прочно удерживает свои позиции 40 лет! | Приглашаем ознакомиться с новинками и самыми востребованными продуктами бренда на н",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,hello@guam.ru,guam.ru,official_expovr_catalog_api,,official_email_present,,,hello@guam.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,George Mové perfumes,George Mové perfumes,нишевая парфюмерия; парфюмерия женская; парфюмерия мужская,RUS,МОСКВА,,14A21b,Зал 14 – Косметика и парфюмерия. Бытовая химия.,Нишевая парфюмерия; Парфюмерия женская; Парфюмерия мужская; Зал 14 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке,"George Mové — парфюмерный бренд, созданный для тех, кто воспринимает аромат не просто как часть образа, а как часть собственной истории. | В основе коллекции George Mové идея о том, что аромат невозможно запомнить отдельно от человека, который его носит. Мы не стремимся создавать ароматы на один сезон или следовать кратковременным трендам. Каждая композиция George Mové обладает собственным характером и настроением, позволяя человеку выбрать аромат, который соответствует именно ему. | Коллекция George Mové объединяет одиннадцать ароматов — от глубоких древесных и удовых до цветочных, гурманских и чувственных ароматов. Каждый из них создан как самостоятельная история. Парфюмерная коллекция George Mové производится во Франции. Для нас это производство не просто географическая характеристика. Это часть подхода к созданию парфюмерии, в котором важны качество композиции, точность исполнения и уважение к традициям парфюмерного искусства.",George Mové perfumes,https://gmperfumes.com/,info@gmperfumes.com,+7 800 250 04 09,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a9e4eba3458addbcaa7193f/-/-/-,6a9e4eba3458addbcaa7193f,RUS_product_candidate,"Нишевая парфюмерия; Парфюмерия женская; Парфюмерия мужская; Зал 14 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке | George Mové — парфюмерный бренд, созданный для тех, кто воспринимает аромат не просто как часть образа, а как часть собственной истории. | В основе коллекции George Mové идея о том, что аромат невозможно запомнить отдельно от человека, который его носит. Мы не стремимся создавать ароматы на один сезон или следовать кратковременным трендам. Каждая композиция George Mové обладает собственным характером и настроением, позволяя человеку выбрать аромат, который соответствует именно ему. | Коллекция George Mové объединяет одиннадцать ароматов — от глубоких древесных и удовых до цветочных, гурманских и чувственных ароматов. Каждый из них создан как самостоятельная история. Парфюмерная коллекция George Mové производится во Франции. Для нас это производство не просто ",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,info@gmperfumes.com,gmperfumes.com,official_expovr_catalog_api,,official_email_present,,,info@gmperfumes.com,official catalogue public email
InterCHARM 2026,14–17 октября 2026,Gordon’s Lab,Gordon’s Lab,уход за кожей лица и тела; косметика anti-age,RUS,Москва,,13D30,Зал 13 – Косметика и парфюмерия. Бытовая химия.,Уход за кожей лица и тела; Косметика anti-age; Зал 13 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке,"Gordon's Lab— это манифест против избыточности в пользу разумного потребления, научного подхода, быстрого результата и ментального комфорта | Мы создаём косметику для тех, кто понимает биохимию кожи и ценит предсказуемый результат. Каждый продукт Gordon's Lab — это многомесячные исследования и поиск идеального баланса между наукой и эффективностью. Наш подход получил признание индустрии: эмульсия стала победителем главной косметической премии России «Моя Косметика» от РПКА и InterCHARM в номинации «Основной уход за кожей лица». При этом мы остаёмся верны философии осознанного минимализма: минимум средств — максимум эффекта. Натуральные составы с пептидами, без агрессивных компонентов, дают быстрый результат и здоровое сияние кожи.",Gordon’s Lab,https://gordons-lab.com/,gordons-lab@yandex.ru,+7 917 574 47 19,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a50f72181e2ea7899101f81/-/-/-,6a50f72181e2ea7899101f81,RUS_product_candidate,"Уход за кожей лица и тела; Косметика anti-age; Зал 13 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке | Gordon's Lab— это манифест против избыточности в пользу разумного потребления, научного подхода, быстрого результата и ментального комфорта | Мы создаём косметику для тех, кто понимает биохимию кожи и ценит предсказуемый результат. Каждый продукт Gordon's Lab — это многомесячные исследования и поиск идеального баланса между наукой и эффективностью. Наш подход получил признание индустрии: эмульсия стала победителем главной косметической премии России «Моя Косметика» от РПКА и InterCHARM в номинации «Основной уход за кожей лица». При этом мы остаёмся верны философии осознанного минимализма: минимум средств — максимум эффекта. Натуральные составы с пептидами, без агрессивных компонентов, дают быстрый результат и здоровое сияние кожи. | brand: Gordon’s Lab",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,gordons-lab@yandex.ru,gordons-lab.com,official_expovr_catalog_api,,official_email_present,,,gordons-lab@yandex.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,GreenEra,GreenEra,натуральная и органическая косметика,RUS,Санкт-Петербург,,14G46,Зал 14 – Косметика и парфюмерия. Бытовая химия.,Натуральная и органическая косметика; Контрактное производство; Разработка рецептур; Зеленая долина; Зал 14 – Косметика и парфюмерия. Бытовая химия.,"Российский производитель натуральной косметики | Мы производим натуральную уходовую косметику под своим брендом, а так же оказываем услуги контрактного производства уже более 10 лет. Современное производство, собственная лаборатория и штат высококвалифицированных специалистов позволяют выпускать широкий ассортимент высококачественной и эффективной косметики. | Вы сможете попробовать все наши продукты, а главное - новинки в числе самых первых. Получить консультацию по составам или применению, обсудить косметические тренды и приятно провести время.",GreenEra,https://www.green-era.ru,vopros@green-era.ru,+7 952 350 35 24,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a467d1881e2ea78990d9e32/-/-/-,6a467d1881e2ea78990d9e32,RUS_product_candidate,"Натуральная и органическая косметика; Контрактное производство; Разработка рецептур; Зеленая долина; Зал 14 – Косметика и парфюмерия. Бытовая химия. | Российский производитель натуральной косметики | Мы производим натуральную уходовую косметику под своим брендом, а так же оказываем услуги контрактного производства уже более 10 лет. Современное производство, собственная лаборатория и штат высококвалифицированных специалистов позволяют выпускать широкий ассортимент высококачественной и эффективной косметики. | Вы сможете попробовать все наши продукты, а главное - новинки в числе самых первых. Получить консультацию по составам или применению, обсудить косметические тренды и приятно провести время. | brand: GreenEra",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,vopros@green-era.ru,green-era.ru,official_expovr_catalog_api,,official_email_present,,,vopros@green-era.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,H.B.Tech,H.B.Tech,коллаген и нутрицевтики для красоты; домашний уход за кожей,RUS,Санкт-Петербург,,,,,"Мировой эксперт в области - домашнего ухода за собой, - anti-age медицины и - улучшения качества жизни | Мировой эксперт в области - домашнего ухода за собой, - anti-age медицины и - улучшения качества жизни с использованием инновационных изобретений, передовых разработок учёных Японии, Южной Кореи, Великобритании, Франции и Германии. Цель компании: Дать работающие решения в сфере красоты и здоровья, выбрав из многочисленных позиций на рынке только те, которые производят что-то особенное, удовлетворяющее трем основным критериям: просто, удобно, эффективно. | Экспресс-диагностика организма на выявление скрытых воспалений с помощью капилляроскопа. Дегустация вкусного корейского коллагена. Возможность принять участие в розыгрыше. Эксклюзивные цены для участников выставки.","Golden Reishi, X-Code, 4 Lemons, Lamucha, Royal Tools, Barocco",https://www.hb-tech.ru,info@hb-tech.ru,+7 800 551 85 8,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a475ff781e2ea78990db875/-/-/-,6a475ff781e2ea78990db875,RUS_product_candidate,"Мировой эксперт в области - домашнего ухода за собой, - anti-age медицины и - улучшения качества жизни | Мировой эксперт в области - домашнего ухода за собой, - anti-age медицины и - улучшения качества жизни с использованием инновационных изобретений, передовых разработок учёных Японии, Южной Кореи, Великобритании, Франции и Германии. Цель компании: Дать работающие решения в сфере красоты и здоровья, выбрав из многочисленных позиций на рынке только те, которые производят что-то особенное, удовлетворяющее трем основным критериям: просто, удобно, эффективно. | Экспресс-диагностика организма на выявление скрытых воспалений с помощью капилляроскопа. Дегустация вкусного корейского коллагена. Возможность принять участие в розыгрыше. Эксклюзивные цены для участников выставки. | brand: Golden Reishi, X-Code, 4 Lemons, Lamucha, Royal Tools, Barocco",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,info@hb-tech.ru,hb-tech.ru,official_expovr_catalog_api,,official_email_present,,,info@hb-tech.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,Handy Labs,Handy Labs,уход за кожей лица и тела,RUS,Москва,,13E9,Зал 13 – Косметика и парфюмерия. Бытовая химия.,Уход за кожей лица и тела; Зал 13 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке,"Handy Labs — российский бренд интенсивного ухода за очень сухой и обветренной кожей. | Handy Labs — российский бренд интенсивного ухода за очень сухой и обветренной кожей. Мы разрабатываем и выпускаем средства для ухода за кожей лица, рук и тела (SOS-крема, бальзамы для губ, очищающие формулы) в сегменте верхнего масс-маркета. Наше отличие — интенсивные насыщенные составы для кожи, которой не помогают обычные средства. | На стенде будет представлена вся линейка продуктов бренда, включая новинки для зимнего ухода за кожей лица и губ. Также можно будет получить образцы нашего ключевого продукта - SOS-крема для очень сухой и обветренной кожи рук.",Handy Labs,https://www.handy-labs.ru,handylabs@yandex.ru,+7 965 356 03 27,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a50f83481e2ea7899102028/-/-/-,6a50f83481e2ea7899102028,RUS_product_candidate,"Уход за кожей лица и тела; Зал 13 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке | Handy Labs — российский бренд интенсивного ухода за очень сухой и обветренной кожей. | Handy Labs — российский бренд интенсивного ухода за очень сухой и обветренной кожей. Мы разрабатываем и выпускаем средства для ухода за кожей лица, рук и тела (SOS-крема, бальзамы для губ, очищающие формулы) в сегменте верхнего масс-маркета. Наше отличие — интенсивные насыщенные составы для кожи, которой не помогают обычные средства. | На стенде будет представлена вся линейка продуктов бренда, включая новинки для зимнего ухода за кожей лица и губ. Также можно будет получить образцы нашего ключевого продукта - SOS-крема для очень сухой и обветренной кожи рук. | brand: Handy Labs",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,handylabs@yandex.ru,handy-labs.ru,official_expovr_catalog_api,,official_email_present,,,handylabs@yandex.ru,official catalogue public email
InterCHARM 2026,14–17 октября 2026,HausHerz,HausHerz,бытовая химия и хозяйственные товары,RUS,Москва,,13C11,Зал 13 – Косметика и парфюмерия. Бытовая химия.,Бытовая химия и хозяйственные товары; Зал 13 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке,"Haus Herz – с любовью к Вашему дому! Современная бытовая химия, которая поможет не только сделать домашнюю работу эффективно и безопасно, но и воссозд | Haus Herz – с любовью к Вашему дому! Современная бытовая химия, которая поможет не только сделать домашнюю работу эффективно и безопасно, но и воссоздать ту эстетику и уют дома, к которым Вы стремитесь. | Познакомиться с брендом и продуктами.",HausHerz,https://hausherz.ru,info@hausherz.ru,+7 800 300 26 26,https://personal-account.expovr.ru/widget/preset/ru/69d8e35163aa2ec91670244b/exhibitor/6a6b537381e2ea78991a2107/-/-/-,6a6b537381e2ea78991a2107,RUS_product_candidate,"Бытовая химия и хозяйственные товары; Зал 13 – Косметика и парфюмерия. Бытовая химия.; Впервые на выставке | Haus Herz – с любовью к Вашему дому! Современная бытовая химия, которая поможет не только сделать домашнюю работу эффективно и безопасно, но и воссозд | Haus Herz – с любовью к Вашему дому! Современная бытовая химия, которая поможет не только сделать домашнюю работу эффективно и безопасно, но и воссоздать ту эстетику и уют дома, к которым Вы стремитесь. | Познакомиться с брендом и продуктами. | brand: HausHerz",ok,,2026-09-21T05:23:31Z,intercharm-2026-official-expovr-signo-v1.0.0,ok,ok,kept: RUS row with cosmetics/perfumery/household-chemistry/ingredient/equipment product evidence,new,no exact email/domain/name match in read-only Twenty repeat index,,,,info@hausherz.ru,hausherz.ru,official_expovr_catalog_api,,official_email_present,,,info@hausherz.ru,official catalogue public email
